file,class,procedence_file
data/samples/cooking_sample_62.wav,cooking,01
data/samples/cooking_sample_63.wav,cooking,01
data/samples/cooking_sample_64.wav,cooking,01
data/samples/cooking_sample_65.wav,cooking,01
data/samples/cooking_sample_66.wav,cooking,01
data/samples/cooking_sample_67.wav,cooking,01
data/samples/cooking_sample_68.wav,cooking,01
data/samples/cooking_sample_69.wav,cooking,01
data/samples/cooking_sample_70.wav,cooking,01
data/samples/cooking_sample_71.wav,cooking,01
data/samples/cooking_sample_72.wav,cooking,01
data/samples/cooking_sample_73.wav,cooking,01
data/samples/cooking_sample_74.wav,cooking,01
data/samples/cooking_sample_75.wav,cooking,01
data/samples/cooking_sample_76.wav,cooking,01
data/samples/cooking_sample_77.wav,cooking,01
data/samples/cooking_sample_78.wav,cooking,01
data/samples/cooking_sample_79.wav,cooking,01
data/samples/cooking_sample_80.wav,cooking,01
data/samples/cooking_sample_81.wav,cooking,01
data/samples/cooking_sample_82.wav,cooking,01
data/samples/cooking_sample_83.wav,cooking,01
data/samples/cooking_sample_84.wav,cooking,01
data/samples/cooking_sample_85.wav,cooking,01
data/samples/cooking_sample_86.wav,cooking,01
data/samples/cooking_sample_87.wav,cooking,01
data/samples/cooking_sample_88.wav,cooking,01
data/samples/cooking_sample_89.wav,cooking,01
data/samples/cooking_sample_90.wav,cooking,01
data/samples/cooking_sample_91.wav,cooking,01
data/samples/cooking_sample_92.wav,cooking,01
data/samples/cooking_sample_93.wav,cooking,01
data/samples/cooking_sample_94.wav,cooking,01
data/samples/cooking_sample_95.wav,cooking,01
data/samples/cooking_sample_96.wav,cooking,01
data/samples/cooking_sample_97.wav,cooking,01
data/samples/cooking_sample_98.wav,cooking,01
data/samples/cooking_sample_99.wav,cooking,01
data/samples/cooking_sample_100.wav,cooking,01
data/samples/cooking_sample_101.wav,cooking,01
data/samples/cooking_sample_102.wav,cooking,01
data/samples/cooking_sample_103.wav,cooking,01
data/samples/cooking_sample_104.wav,cooking,01
data/samples/cooking_sample_105.wav,cooking,01
data/samples/cooking_sample_106.wav,cooking,01
data/samples/cooking_sample_107.wav,cooking,01
data/samples/cooking_sample_108.wav,cooking,01
data/samples/cooking_sample_109.wav,cooking,01
data/samples/cooking_sample_110.wav,cooking,01
data/samples/cooking_sample_111.wav,cooking,01
data/samples/cooking_sample_112.wav,cooking,01
data/samples/cooking_sample_113.wav,cooking,01
data/samples/cooking_sample_114.wav,cooking,01
data/samples/cooking_sample_115.wav,cooking,01
data/samples/cooking_sample_116.wav,cooking,01
data/samples/cooking_sample_117.wav,cooking,01
data/samples/cooking_sample_118.wav,cooking,01
data/samples/cooking_sample_119.wav,cooking,01
data/samples/cooking_sample_120.wav,cooking,01
data/samples/cooking_sample_121.wav,cooking,01
data/samples/cooking_sample_122.wav,cooking,01
data/samples/cooking_sample_123.wav,cooking,01
data/samples/cooking_sample_124.wav,cooking,01
data/samples/cooking_sample_125.wav,cooking,01
data/samples/cooking_sample_126.wav,cooking,01
data/samples/cooking_sample_127.wav,cooking,01
data/samples/cooking_sample_128.wav,cooking,01
data/samples/cooking_sample_129.wav,cooking,01
data/samples/cooking_sample_130.wav,cooking,01
data/samples/cooking_sample_131.wav,cooking,01
data/samples/cooking_sample_132.wav,cooking,01
data/samples/cooking_sample_133.wav,cooking,01
data/samples/cooking_sample_134.wav,cooking,01
data/samples/cooking_sample_135.wav,cooking,01
data/samples/cooking_sample_136.wav,cooking,01
data/samples/cooking_sample_137.wav,cooking,01
data/samples/cooking_sample_138.wav,cooking,01
data/samples/cooking_sample_139.wav,cooking,01
data/samples/cooking_sample_140.wav,cooking,01
data/samples/cooking_sample_141.wav,cooking,01
data/samples/cooking_sample_142.wav,cooking,01
data/samples/cooking_sample_143.wav,cooking,01
data/samples/cooking_sample_144.wav,cooking,01
data/samples/cooking_sample_145.wav,cooking,01
data/samples/cooking_sample_146.wav,cooking,01
data/samples/cooking_sample_147.wav,cooking,01
data/samples/cooking_sample_148.wav,cooking,01
data/samples/cooking_sample_149.wav,cooking,01
data/samples/cooking_sample_150.wav,cooking,01
data/samples/cooking_sample_151.wav,cooking,01
data/samples/cooking_sample_152.wav,cooking,01
data/samples/cooking_sample_153.wav,cooking,01
data/samples/cooking_sample_154.wav,cooking,01
data/samples/cooking_sample_155.wav,cooking,01
data/samples/cooking_sample_156.wav,cooking,01
data/samples/cooking_sample_157.wav,cooking,01
data/samples/cooking_sample_158.wav,cooking,01
data/samples/cooking_sample_159.wav,cooking,01
data/samples/cooking_sample_160.wav,cooking,01
data/samples/cooking_sample_161.wav,cooking,01
data/samples/cooking_sample_162.wav,cooking,01
data/samples/cooking_sample_163.wav,cooking,01
data/samples/cooking_sample_164.wav,cooking,01
data/samples/cooking_sample_165.wav,cooking,01
data/samples/cooking_sample_166.wav,cooking,01
data/samples/cooking_sample_167.wav,cooking,01
data/samples/cooking_sample_168.wav,cooking,01
data/samples/cooking_sample_169.wav,cooking,01
data/samples/cooking_sample_170.wav,cooking,01
data/samples/cooking_sample_171.wav,cooking,01
data/samples/cooking_sample_172.wav,cooking,01
data/samples/cooking_sample_173.wav,cooking,01
data/samples/cooking_sample_174.wav,cooking,01
data/samples/cooking_sample_175.wav,cooking,01
data/samples/cooking_sample_176.wav,cooking,01
data/samples/cooking_sample_177.wav,cooking,01
data/samples/cooking_sample_178.wav,cooking,01
data/samples/cooking_sample_179.wav,cooking,01
data/samples/cooking_sample_180.wav,cooking,01
data/samples/cooking_sample_181.wav,cooking,01
data/samples/cooking_sample_182.wav,cooking,01
data/samples/cooking_sample_183.wav,cooking,01
data/samples/cooking_sample_184.wav,cooking,01
data/samples/cooking_sample_185.wav,cooking,01
data/samples/cooking_sample_186.wav,cooking,01
data/samples/cooking_sample_187.wav,cooking,01
data/samples/cooking_sample_188.wav,cooking,01
data/samples/cooking_sample_189.wav,cooking,01
data/samples/cooking_sample_190.wav,cooking,01
data/samples/cooking_sample_191.wav,cooking,01
data/samples/cooking_sample_192.wav,cooking,01
data/samples/cooking_sample_193.wav,cooking,01
data/samples/cooking_sample_194.wav,cooking,01
data/samples/cooking_sample_195.wav,cooking,01
data/samples/cooking_sample_196.wav,cooking,01
data/samples/cooking_sample_197.wav,cooking,01
data/samples/cooking_sample_198.wav,cooking,01
data/samples/cooking_sample_199.wav,cooking,01
data/samples/cooking_sample_200.wav,cooking,01
data/samples/cooking_sample_201.wav,cooking,01
data/samples/cooking_sample_202.wav,cooking,01
data/samples/cooking_sample_203.wav,cooking,01
data/samples/cooking_sample_204.wav,cooking,01
data/samples/cooking_sample_205.wav,cooking,01
data/samples/cooking_sample_206.wav,cooking,01
data/samples/cooking_sample_207.wav,cooking,01
data/samples/cooking_sample_208.wav,cooking,01
data/samples/cooking_sample_209.wav,cooking,01
data/samples/cooking_sample_210.wav,cooking,01
data/samples/cooking_sample_211.wav,cooking,01
data/samples/cooking_sample_212.wav,cooking,01
data/samples/cooking_sample_213.wav,cooking,01
data/samples/cooking_sample_214.wav,cooking,01
data/samples/cooking_sample_215.wav,cooking,01
data/samples/cooking_sample_216.wav,cooking,01
data/samples/cooking_sample_217.wav,cooking,01
data/samples/cooking_sample_218.wav,cooking,01
data/samples/cooking_sample_219.wav,cooking,01
data/samples/cooking_sample_220.wav,cooking,01
data/samples/cooking_sample_221.wav,cooking,01
data/samples/cooking_sample_222.wav,cooking,01
data/samples/cooking_sample_223.wav,cooking,01
data/samples/cooking_sample_224.wav,cooking,01
data/samples/cooking_sample_225.wav,cooking,01
data/samples/cooking_sample_226.wav,cooking,01
data/samples/cooking_sample_227.wav,cooking,01
data/samples/cooking_sample_228.wav,cooking,01
data/samples/cooking_sample_229.wav,cooking,01
data/samples/cooking_sample_230.wav,cooking,01
data/samples/cooking_sample_231.wav,cooking,01
data/samples/cooking_sample_232.wav,cooking,01
data/samples/cooking_sample_233.wav,cooking,01
data/samples/cooking_sample_234.wav,cooking,01
data/samples/cooking_sample_235.wav,cooking,01
data/samples/cooking_sample_236.wav,cooking,01
data/samples/cooking_sample_237.wav,cooking,01
data/samples/cooking_sample_238.wav,cooking,01
data/samples/cooking_sample_239.wav,cooking,01
data/samples/cooking_sample_240.wav,cooking,01
data/samples/cooking_sample_241.wav,cooking,01
data/samples/cooking_sample_242.wav,cooking,01
data/samples/cooking_sample_243.wav,cooking,01
data/samples/cooking_sample_244.wav,cooking,01
data/samples/cooking_sample_245.wav,cooking,01
data/samples/cooking_sample_246.wav,cooking,01
data/samples/cooking_sample_247.wav,cooking,01
data/samples/cooking_sample_248.wav,cooking,01
data/samples/cooking_sample_249.wav,cooking,01
data/samples/cooking_sample_250.wav,cooking,01
data/samples/cooking_sample_251.wav,cooking,01
data/samples/cooking_sample_252.wav,cooking,01
data/samples/cooking_sample_253.wav,cooking,01
data/samples/cooking_sample_254.wav,cooking,01
data/samples/cooking_sample_255.wav,cooking,01
data/samples/cooking_sample_256.wav,cooking,01
data/samples/cooking_sample_257.wav,cooking,01
data/samples/cooking_sample_258.wav,cooking,01
data/samples/cooking_sample_259.wav,cooking,01
data/samples/cooking_sample_260.wav,cooking,01
data/samples/cooking_sample_261.wav,cooking,01
data/samples/cooking_sample_262.wav,cooking,01
data/samples/cooking_sample_263.wav,cooking,01
data/samples/cooking_sample_264.wav,cooking,01
data/samples/cooking_sample_265.wav,cooking,01
data/samples/cooking_sample_266.wav,cooking,01
data/samples/cooking_sample_267.wav,cooking,01
data/samples/cooking_sample_268.wav,cooking,01
data/samples/cooking_sample_269.wav,cooking,01
data/samples/cooking_sample_270.wav,cooking,01
data/samples/cooking_sample_271.wav,cooking,01
data/samples/cooking_sample_272.wav,cooking,01
data/samples/cooking_sample_273.wav,cooking,01
data/samples/cooking_sample_274.wav,cooking,01
data/samples/cooking_sample_275.wav,cooking,01
data/samples/cooking_sample_276.wav,cooking,01
data/samples/cooking_sample_277.wav,cooking,01
data/samples/cooking_sample_278.wav,cooking,01
data/samples/cooking_sample_279.wav,cooking,01
data/samples/cooking_sample_280.wav,cooking,01
data/samples/cooking_sample_281.wav,cooking,01
data/samples/cooking_sample_282.wav,cooking,01
data/samples/cooking_sample_283.wav,cooking,01
data/samples/cooking_sample_284.wav,cooking,01
data/samples/cooking_sample_285.wav,cooking,01
data/samples/cooking_sample_286.wav,cooking,01
data/samples/cooking_sample_287.wav,cooking,01
data/samples/cooking_sample_288.wav,cooking,01
data/samples/cooking_sample_289.wav,cooking,01
data/samples/cooking_sample_290.wav,cooking,01
data/samples/cooking_sample_291.wav,cooking,01
data/samples/cooking_sample_292.wav,cooking,01
data/samples/cooking_sample_293.wav,cooking,01
data/samples/cooking_sample_294.wav,cooking,01
data/samples/cooking_sample_295.wav,cooking,01
data/samples/cooking_sample_296.wav,cooking,01
data/samples/cooking_sample_297.wav,cooking,01
data/samples/cooking_sample_298.wav,cooking,01
data/samples/cooking_sample_299.wav,cooking,01
data/samples/cooking_sample_300.wav,cooking,01
data/samples/cooking_sample_301.wav,cooking,01
data/samples/cooking_sample_302.wav,cooking,01
data/samples/cooking_sample_303.wav,cooking,01
data/samples/cooking_sample_304.wav,cooking,01
data/samples/cooking_sample_305.wav,cooking,01
data/samples/cooking_sample_306.wav,cooking,01
data/samples/cooking_sample_307.wav,cooking,01
data/samples/cooking_sample_308.wav,cooking,01
data/samples/cooking_sample_309.wav,cooking,01
data/samples/cooking_sample_310.wav,cooking,01
data/samples/cooking_sample_311.wav,cooking,01
data/samples/cooking_sample_312.wav,cooking,01
data/samples/cooking_sample_313.wav,cooking,01
data/samples/cooking_sample_314.wav,cooking,01
data/samples/cooking_sample_315.wav,cooking,01
data/samples/cooking_sample_316.wav,cooking,01
data/samples/cooking_sample_317.wav,cooking,01
data/samples/cooking_sample_318.wav,cooking,01
data/samples/cooking_sample_319.wav,cooking,01
data/samples/cooking_sample_320.wav,cooking,01
data/samples/cooking_sample_321.wav,cooking,01
data/samples/cooking_sample_322.wav,cooking,01
data/samples/cooking_sample_323.wav,cooking,01
data/samples/cooking_sample_324.wav,cooking,01
data/samples/cooking_sample_325.wav,cooking,01
data/samples/cooking_sample_326.wav,cooking,01
data/samples/cooking_sample_327.wav,cooking,01
data/samples/cooking_sample_328.wav,cooking,01
data/samples/cooking_sample_329.wav,cooking,01
data/samples/cooking_sample_330.wav,cooking,01
data/samples/cooking_sample_331.wav,cooking,01
data/samples/cooking_sample_332.wav,cooking,01
data/samples/cooking_sample_333.wav,cooking,01
data/samples/cooking_sample_334.wav,cooking,01
data/samples/cooking_sample_335.wav,cooking,01
data/samples/cooking_sample_336.wav,cooking,01
data/samples/cooking_sample_337.wav,cooking,01
data/samples/cooking_sample_338.wav,cooking,01
data/samples/cooking_sample_339.wav,cooking,01
data/samples/cooking_sample_340.wav,cooking,01
data/samples/cooking_sample_341.wav,cooking,01
data/samples/cooking_sample_342.wav,cooking,01
data/samples/cooking_sample_343.wav,cooking,01
data/samples/cooking_sample_344.wav,cooking,01
data/samples/cooking_sample_345.wav,cooking,01
data/samples/cooking_sample_346.wav,cooking,01
data/samples/cooking_sample_347.wav,cooking,01
data/samples/cooking_sample_348.wav,cooking,01
data/samples/cooking_sample_349.wav,cooking,01
data/samples/cooking_sample_350.wav,cooking,01
data/samples/cooking_sample_351.wav,cooking,01
data/samples/cooking_sample_352.wav,cooking,01
data/samples/cooking_sample_353.wav,cooking,01
data/samples/cooking_sample_354.wav,cooking,01
data/samples/cooking_sample_355.wav,cooking,01
data/samples/cooking_sample_356.wav,cooking,01
data/samples/cooking_sample_357.wav,cooking,01
data/samples/cooking_sample_358.wav,cooking,01
data/samples/cooking_sample_359.wav,cooking,01
data/samples/cooking_sample_360.wav,cooking,01
data/samples/cooking_sample_361.wav,cooking,01
data/samples/cooking_sample_362.wav,cooking,01
data/samples/cooking_sample_363.wav,cooking,01
data/samples/cooking_sample_364.wav,cooking,01
data/samples/cooking_sample_365.wav,cooking,01
data/samples/cooking_sample_366.wav,cooking,01
data/samples/cooking_sample_367.wav,cooking,01
data/samples/cooking_sample_368.wav,cooking,01
data/samples/cooking_sample_369.wav,cooking,01
data/samples/cooking_sample_370.wav,cooking,01
data/samples/cooking_sample_371.wav,cooking,01
data/samples/cooking_sample_372.wav,cooking,01
data/samples/cooking_sample_373.wav,cooking,01
data/samples/cooking_sample_374.wav,cooking,01
data/samples/cooking_sample_375.wav,cooking,01
data/samples/cooking_sample_376.wav,cooking,01
data/samples/cooking_sample_377.wav,cooking,01
data/samples/cooking_sample_378.wav,cooking,01
data/samples/cooking_sample_379.wav,cooking,01
data/samples/cooking_sample_380.wav,cooking,01
data/samples/cooking_sample_381.wav,cooking,01
data/samples/cooking_sample_382.wav,cooking,01
data/samples/cooking_sample_383.wav,cooking,01
data/samples/cooking_sample_384.wav,cooking,01
data/samples/cooking_sample_385.wav,cooking,01
data/samples/cooking_sample_386.wav,cooking,01
data/samples/cooking_sample_387.wav,cooking,01
data/samples/cooking_sample_388.wav,cooking,01
data/samples/cooking_sample_389.wav,cooking,01
data/samples/cooking_sample_390.wav,cooking,01
data/samples/cooking_sample_391.wav,cooking,01
data/samples/cooking_sample_392.wav,cooking,01
data/samples/cooking_sample_393.wav,cooking,01
data/samples/cooking_sample_394.wav,cooking,01
data/samples/cooking_sample_395.wav,cooking,01
data/samples/cooking_sample_396.wav,cooking,01
data/samples/cooking_sample_397.wav,cooking,01
data/samples/cooking_sample_398.wav,cooking,01
data/samples/cooking_sample_399.wav,cooking,01
data/samples/cooking_sample_400.wav,cooking,01
data/samples/cooking_sample_401.wav,cooking,01
data/samples/cooking_sample_402.wav,cooking,01
data/samples/cooking_sample_403.wav,cooking,01
data/samples/cooking_sample_404.wav,cooking,01
data/samples/cooking_sample_405.wav,cooking,01
data/samples/cooking_sample_406.wav,cooking,01
data/samples/cooking_sample_407.wav,cooking,01
data/samples/cooking_sample_408.wav,cooking,01
data/samples/cooking_sample_409.wav,cooking,01
data/samples/cooking_sample_410.wav,cooking,01
data/samples/cooking_sample_411.wav,cooking,01
data/samples/cooking_sample_412.wav,cooking,01
data/samples/cooking_sample_413.wav,cooking,01
data/samples/cooking_sample_414.wav,cooking,01
data/samples/cooking_sample_415.wav,cooking,01
data/samples/cooking_sample_416.wav,cooking,01
data/samples/cooking_sample_417.wav,cooking,01
data/samples/cooking_sample_418.wav,cooking,01
data/samples/cooking_sample_419.wav,cooking,01
data/samples/cooking_sample_420.wav,cooking,01
data/samples/cooking_sample_421.wav,cooking,01
data/samples/cooking_sample_422.wav,cooking,01
data/samples/cooking_sample_423.wav,cooking,01
data/samples/cooking_sample_424.wav,cooking,01
data/samples/cooking_sample_425.wav,cooking,01
data/samples/cooking_sample_426.wav,cooking,01
data/samples/cooking_sample_427.wav,cooking,01
data/samples/cooking_sample_428.wav,cooking,01
data/samples/cooking_sample_429.wav,cooking,01
data/samples/cooking_sample_430.wav,cooking,01
data/samples/cooking_sample_431.wav,cooking,01
data/samples/cooking_sample_432.wav,cooking,01
data/samples/cooking_sample_433.wav,cooking,01
data/samples/cooking_sample_434.wav,cooking,01
data/samples/cooking_sample_435.wav,cooking,01
data/samples/cooking_sample_436.wav,cooking,01
data/samples/cooking_sample_437.wav,cooking,01
data/samples/cooking_sample_438.wav,cooking,01
data/samples/cooking_sample_439.wav,cooking,01
data/samples/cooking_sample_440.wav,cooking,01
data/samples/cooking_sample_441.wav,cooking,01
data/samples/cooking_sample_442.wav,cooking,01
data/samples/cooking_sample_443.wav,cooking,01
data/samples/cooking_sample_444.wav,cooking,01
data/samples/cooking_sample_445.wav,cooking,01
data/samples/cooking_sample_446.wav,cooking,01
data/samples/cooking_sample_447.wav,cooking,01
data/samples/cooking_sample_448.wav,cooking,01
data/samples/cooking_sample_449.wav,cooking,01
data/samples/cooking_sample_450.wav,cooking,01
data/samples/cooking_sample_451.wav,cooking,01
data/samples/cooking_sample_452.wav,cooking,01
data/samples/cooking_sample_453.wav,cooking,01
data/samples/cooking_sample_454.wav,cooking,01
data/samples/cooking_sample_455.wav,cooking,01
data/samples/cooking_sample_456.wav,cooking,01
data/samples/cooking_sample_457.wav,cooking,01
data/samples/cooking_sample_458.wav,cooking,01
data/samples/cooking_sample_459.wav,cooking,01
data/samples/cooking_sample_460.wav,cooking,01
data/samples/cooking_sample_461.wav,cooking,01
data/samples/cooking_sample_462.wav,cooking,01
data/samples/cooking_sample_463.wav,cooking,01
data/samples/cooking_sample_464.wav,cooking,01
data/samples/cooking_sample_465.wav,cooking,01
data/samples/cooking_sample_466.wav,cooking,01
data/samples/cooking_sample_467.wav,cooking,01
data/samples/cooking_sample_468.wav,cooking,01
data/samples/cooking_sample_469.wav,cooking,01
data/samples/cooking_sample_470.wav,cooking,01
data/samples/cooking_sample_471.wav,cooking,01
data/samples/cooking_sample_472.wav,cooking,01
data/samples/cooking_sample_473.wav,cooking,01
data/samples/cooking_sample_474.wav,cooking,01
data/samples/cooking_sample_475.wav,cooking,01
data/samples/cooking_sample_476.wav,cooking,01
data/samples/cooking_sample_477.wav,cooking,01
data/samples/cooking_sample_478.wav,cooking,01
data/samples/cooking_sample_479.wav,cooking,01
data/samples/cooking_sample_480.wav,cooking,01
data/samples/cooking_sample_481.wav,cooking,01
data/samples/cooking_sample_482.wav,cooking,01
